App;Category;Rating;Reviews;Size;Installs;Type;Price;Content Rating;Genres
AJ Wallpapers;PERSONALIZATION;;0;3,90;100+;Free;0;Everyone;Personalization
Aj Di Awaaz;NEWS_AND_MAGAZINES;;9;1,10;500+;Free;0;Everyone;News & Magazines
How it works: AK-74N;FAMILY;4,4;1031;48;100,000+;Free;0;Everyone;Entertainment
AK-47: Simulator and Shooting;FAMILY;4;345;14;100,000+;Free;0;Everyone 10+;Simulation
AK-47 Simulation and Info;FAMILY;;2;18;100+;Free;0;Everyone;Entertainment
AK-47 Sounds;FAMILY;3,9;656;2,90;500,000+;Free;0;Everyone 10+;Entertainment
AK 47 Live Wallpaper;PERSONALIZATION;4,1;585;4,40;50,000+;Free;0;Everyone;Personalization
Puppy Shooting an AK-47: Platformer Zombie Game;GAME;4,8;21;89;1,000+;Free;0;Everyone;Arcade
AK Interactive;FAMILY;4,3;734;13;10,000+;Free;0;Everyone;Entertainment
AK-47 sounds;FAMILY;3,9;7;3,80;1,000+;Free;0;Everyone;Entertainment
Wallpapers AK 47 Guns;PERSONALIZATION;4,5;37;15;5,000+;Free;0;Teen;Personalization
AK 47 Assault Rifle Wallpapers;PERSONALIZATION;;1;15;100+;Free;0;Teen;Personalization
AK-47 Assault Rifle;FAMILY;3,7;165;25;10,000+;Free;0;Teen;Entertainment
Crisis Action: 2018 NO.1 FPS;GAME;4,3;807226;34;10,000,000+;Free;0;Teen;Action
AK 47 Guns Wallpaper;PERSONALIZATION;4,2;322;6,80;50,000+;Free;0;Everyone;Personalization
AK-47 3D;GAME;3,7;91;24;10,000+;Free;0;Everyone;Action
Book of AK-47;LIFESTYLE;3,8;6;3,40;500+;Free;0;Everyone;Lifestyle
Weapon stripping 3D;FAMILY;4,6;23971;24;1,000,000+;Free;0;Everyone;Simulation
AK-47 Assult Rifle: Gun Shooting Simulator Game;GAME;;1;5,80;500+;Free;0;Everyone;Action
Ak-47 Wallpapers 2018;PERSONALIZATION;;7;4,90;500+;Free;0;Everyone;Personalization
Wallpapers New AK 47 Assault Rifle Guns Arms;PERSONALIZATION;;0;16;100+;Free;0;Teen;Personalization
Weapon AK-74 Live Wallpaper;PERSONALIZATION;3,3;25;46;1,000+;Free;0;Everyone;Personalization
Shoot M-16 vs AK-47 : realistic weapon simulator;FAMILY;3;2;33;100+;Free;0;Everyone;Simulation
Counter Terrorist Attack;GAME;3,9;145931;43;10,000,000+;Free;0;Teen;Action
RULES OF SURVIVAL;GAME;4,2;1343106;56;10,000,000+;Free;0;Teen;Action
AK47 Assault Rifle;TOOLS;3,9;54;2,80;10,000+;Free;0;Everyone;Tools
Wallpapers AK 74M;PERSONALIZATION;;0;11;10+;Free;0;Teen;Personalization
Weapons simulator AK-47;FAMILY;4,1;21;26;5,000+;Free;0;Everyone;Simulation
Wallpapers AK 12;PERSONALIZATION;;0;11;10+;Free;0;Teen;Personalization
AK 47 Lock Screen;PERSONALIZATION;4,6;5;8,80;500+;Free;0;Mature 17+;Personalization
Gun AK 47;FAMILY;;3;6,20;1,000+;Free;0;Everyone;Entertainment
AK Blackjack;GAME;;4;7,60;1,000+;Free;0;Teen;Card
Jigsaw Puzzles AK 74M;PERSONALIZATION;;0;4,90;10+;Free;0;Mature 17+;Personalization
AK-47 guns Sounds;FAMILY;;2;5,10;100+;Free;0;Everyone;Entertainment
AK Phone;COMMUNICATION;4,4;9;4,20;5,000+;Free;0;Everyone;Communication
AK Booster;TOOLS;3,8;71;7,00;10,000+;Free;0;Everyone;Tools
GUN ZOMBIE;GAME;4,4;243121;38;5,000,000+;Free;0;Teen;Arcade
Ak Parti Yard„?m Toplama;SOCIAL;;0;8,70;0+;Paid;13,99;Teen;Social
AK Lodi Films;VIDEO_PLAYERS;4,9;23;2,10;100+;Free;0;Everyone;Video Players & Editors
Gun Mod: Guns in Minecraft PE;FAMILY;3,6;33812;12;5,000,000+;Free;0;Teen;Entertainment
Kymco AK 550;AUTO_AND_VEHICLES;4,3;47;58;1,000+;Free;0;Everyone;Auto & Vehicles
AK Math Coach;FAMILY;3,6;283;18;50,000+;Free;0;Everyone;Education
Shoot Strike War Fire;GAME;4,1;82827;20;10,000,000+;Free;0;Teen;Arcade
AL.com;NEWS_AND_MAGAZINES;3,4;803;8,00;50,000+;Free;0;Everyone 10+;News & Magazines
University of Alabama;FAMILY;4,5;302;3,00;50,000+;Free;0;Everyone;Education
Alabama Gameday Live;SPORTS;4,7;19;12;1,000+;Free;0;Everyone;Sports
AL.com: Alabama Football News;SPORTS;4,5;459;8,00;10,000+;Free;0;Everyone 10+;Sports
Alabama Road Trips;TRAVEL_AND_LOCAL;4,4;71;28;10,000+;Free;0;Everyone;Travel & Local
Alabama DMV Permit Test - AL;FAMILY;4,3;218;29;10,000+;Free;0;Everyone;Education
Al-Quran (Free);BOOKS_AND_REFERENCE;4,6;218451;4,70;10,000,000+;Free;0;Everyone;Books & Reference
Official AL Fishing & Hunting;TRAVEL_AND_LOCAL;4,2;1291;40;50,000+;Free;0;Everyone;Travel & Local
Al Quran (Tafsir & by Word);BOOKS_AND_REFERENCE;4,8;57400;14;500,000+;Free;0;Everyone;Books & Reference
Al-Moazin Lite (Prayer Times);LIFESTYLE;4,6;284670;Varies with devic;10,000,000+;Free;0;Everyone;Lifestyle
Al Quran Indonesia;BOOKS_AND_REFERENCE;4,8;445756;16;10,000,000+;Free;0;Everyone;Books & Reference
Al'Quran Bahasa Indonesia;BOOKS_AND_REFERENCE;4,6;361780;9,70;10,000,000+;Free;0;Everyone;Books & Reference
Al Quran Al karim;BOOKS_AND_REFERENCE;4,6;41608;49;1,000,000+;Free;0;Everyone;Books & Reference
Al jazeera TV;FAMILY;4,6;9952;3,70;100,000+;Free;0;Teen;Entertainment
Al Jazeera English;NEWS_AND_MAGAZINES;4,1;24456;Varies with devic;1,000,000+;Free;0;Everyone;News & Magazines
Al-Muhaffiz;BOOKS_AND_REFERENCE;4,7;2319;27;50,000+;Free;0;Everyone;Books & Reference
Al Quran Audio (Full 30 Juz);FAMILY;4,7;7878;3,60;1,000,000+;Free;0;Everyone;Education
Quran for All (Al-Huda Int.);FAMILY;4,8;6696;5,30;100,000+;Free;0;Everyone;Education
AL Voice Recorder;PRODUCTIVITY;3,6;4832;2,40;1,000,000+;Free;0;Everyone;Productivity
Ayat - Al Quran;FAMILY;4,7;173394;8,50;5,000,000+;Free;0;Everyone;Education
Quran Juz-30 - Mahad al Zahra;FAMILY;4,6;2654;6,70;100,000+;Free;0;Everyone;Education
Al Quran : EAlim - Translations & MP3 Offline;BOOKS_AND_REFERENCE;4,5;96419;Varies with devic;5,000,000+;Free;0;Everyone;Books & Reference
Al Mayadeen;NEWS_AND_MAGAZINES;4,7;13620;9,00;500,000+;Free;0;Everyone;News & Magazines
Al-Quran Al-Muallim;FAMILY;4,5;199;266;10,000+;Free;0;Everyone;Education
We're Working Out - Al Kavadlo;HEALTH_AND_FITNESS;4,3;979;Varies with devic;50,000+;Free;0;Everyone;Health & Fitness
Al-Quran 30 Juz free copies;BOOKS_AND_REFERENCE;4,5;12322;27;500,000+;Free;0;Everyone;Books & Reference
Koran Read &MP3 30 Juz Offline;BOOKS_AND_REFERENCE;4,8;29551;67;1,000,000+;Free;0;Everyone;Books & Reference
Al Quran MP3 - Quran Reading‚?;FAMILY;4,7;47463;22;1,000,000+;Free;0;Everyone;Education
Al'Quran Bahasa Indonesia PRO;BOOKS_AND_REFERENCE;4,7;1340;11;10,000+;Paid;4,49;Everyone;Books & Reference
Hafizi Quran 15 lines per page;BOOKS_AND_REFERENCE;4,7;55011;68;1,000,000+;Free;0;Everyone;Books & Reference
Al-Quran Ahmad Saud Offline;FAMILY;4,7;7116;40;100,000+;Free;0;Everyone;Education
12 Step Meditations & Sober Prayers AA NA AL-ANON;LIFESTYLE;4,7;759;15;50,000+;Free;0;Everyone 10+;Lifestyle
Quran for Android;BOOKS_AND_REFERENCE;4,7;497826;Varies with devic;10,000,000+;Free;0;Everyone;Books & Reference
Al Quran Free - ˜?™?™?˜?˜÷™? (Islam);BOOKS_AND_REFERENCE;4,7;1777;23;50,000+;Free;0;Everyone;Books & Reference
Taha Al Junaid Quran Mp3;LIFESTYLE;4,6;518;4,20;50,000+;Free;0;Everyone;Lifestyle
Surah Al-Waqiah;BOOKS_AND_REFERENCE;4,7;1201;2,90;100,000+;Free;0;Everyone;Books & Reference
Hisnul Al Muslim - Hisn Invocations & Adhkaar;BOOKS_AND_REFERENCE;4,6;3234;85;100,000+;Free;0;Everyone;Books & Reference
I am rich;LIFESTYLE;3,8;3547;1,80;100,000+;Paid;399,99;Everyone;Lifestyle
I AM RICH;FAMILY;3,9;1455;1,10;10,000+;Free;0;Everyone;Entertainment
Amazon for Tablets;SHOPPING;4;141584;22;10,000,000+;Free;0;Teen;Shopping
I am Rich Plus;FAMILY;4;856;8,70;10,000+;Paid;399,99;Everyone;Entertainment
I am rich VIP;LIFESTYLE;3,8;411;2,60;10,000+;Paid;299,99;Everyone;Lifestyle
I Am Rich Premium;FINANCE;4,1;1867;4,70;50,000+;Paid;399,99;Everyone;Finance
I am extremely Rich;LIFESTYLE;2,9;41;2,90;1,000+;Paid;379,99;Everyone;Lifestyle
I am Rich!;FINANCE;3,8;93;22;1,000+;Paid;399,99;Everyone;Finance
I am rich(premium);FINANCE;3,5;472;965;5,000+;Paid;399,99;Everyone;Finance
I am Rich Person;LIFESTYLE;4,2;134;1,80;1,000+;Paid;37,99;Everyone;Lifestyle
I am Rich Premium Plus;FINANCE;4,6;459;2,00;10,000+;Paid;18,99;Everyone;Finance
I Am Rich Pro;FAMILY;4,4;201;2,70;5,000+;Paid;399,99;Everyone;Entertainment
I Am Innocent;GAME;4,4;208501;56;1,000,000+;Free;0;Teen;Adventure
I am rich (Most expensive app);FINANCE;4,1;129;2,70;1,000+;Paid;399,99;Teen;Finance
i am rich;BUSINESS;3,9;213;2,90;1,000+;Free;0;Everyone;Business
I Am Rich;FAMILY;3,6;217;4,90;10,000+;Paid;389,99;Everyone;Entertainment
I am Bread;GAME;4;630;20;10,000+;Paid;4,99;Everyone;Adventure
Where Am I At?;TRAVEL_AND_LOCAL;3,8;39;12;10,000+;Free;0;Everyone;Travel & Local
I am Rich;FINANCE;4,3;180;3,80;5,000+;Paid;399,99;Everyone;Finance
Where Am I? GPS Loc;TRAVEL_AND_LOCAL;4,6;68;4,20;10,000+;Free;0;Everyone;Travel & Local
I am Millionaire - Richest guy in the town;LIFESTYLE;3,6;126;1,40;5,000+;Paid;2,49;Everyone;Lifestyle
Coast To Coast AM Insider;NEWS_AND_MAGAZINES;3,9;4581;21;100,000+;Free;0;Everyone;News & Magazines
I AM RICH PRO PLUS;FINANCE;4;36;41;1,000+;Paid;399,99;Everyone;Finance
Where Am I?;TOOLS;4,2;1313;Varies with devic;100,000+;Free;0;Everyone;Tools
I Am Wizard;FAMILY;4,2;1493;57;100,000+;Free;0;Everyone;Strategy
What Am I? - Brain Teasers;GAME;4,2;4537;15;100,000+;Free;0;Everyone;Trivia
Who am I? (Biblical);GAME;4,5;5849;5,10;500,000+;Free;0;Everyone;Trivia
DWWW 774 Ultimate AM Radio;NEWS_AND_MAGAZINES;4,7;327;31;10,000+;Free;0;Everyone;News & Magazines
Anno: Build an Empire;FAMILY;3,5;33944;28;1,000,000+;Free;0;Everyone 10+;Strategy
Vikings: an Archer's Journey;GAME;4,5;10256;39;1,000,000+;Free;0;Everyone;Action
Final Fantasy XV: A New Empire;FAMILY;4;484858;Varies with devic;10,000,000+;Free;0;Everyone 10+;Strategy
Trell: An app for Explorers | Best Wanderlust App;LIFESTYLE;4,6;8004;34;100,000+;Free;0;Teen;Lifestyle
Virtual Families 2;FAMILY;4,2;636228;Varies with devic;10,000,000+;Free;0;Everyone;Casual
The Sims¢?÷ FreePlay;FAMILY;4,3;931503;31;10,000,000+;Free;0;Teen;Simulation
My Emma :);FAMILY;4,1;245839;76;10,000,000+;Free;0;Everyone;Casual
League of Gamers - Be an E-Sports Legend!;SPORTS;4,5;68072;40;5,000,000+;Free;0;Everyone;Sports
Draw a Stickman: EPIC Free;GAME;4,2;210317;46;10,000,000+;Free;0;Everyone 10+;Adventure
My Horse;FAMILY;4,5;1333338;8,70;10,000,000+;Free;0;Everyone;Casual
My Boo - Your Virtual Pet Game;FAMILY;4,4;899748;80;10,000,000+;Free;0;Everyone;Casual
Create apps fast with beautiful design and no code;BUSINESS;3,7;23729;24;1,000,000+;Free;0;Everyone;Business
THE KING OF FIGHTERS-A 2012(F);GAME;4,4;406511;21;5,000,000+;Free;0;Teen;Action
Text free - Free Text + Call;SOCIAL;4,3;315390;Varies with devic;10,000,000+;Free;0;Everyone;Social
Diary with lock password;LIFESTYLE;4,3;179139;9,70;5,000,000+;Free;0;Everyone;Lifestyle
Fast like a Fox;GAME;4,3;104389;12;5,000,000+;Free;0;Everyone;Adventure
Google Photos;PHOTOGRAPHY;4,5;10847682;Varies with devic;1,000,000,000+;Free;0;Everyone;Photography
Scoompa Video - Slideshow Maker and Video Editor;PHOTOGRAPHY;4,5;559931;Varies with devic;10,000,000+;Free;0;Everyone;Photography
Girls Craft: Exploration;FAMILY;3,8;130689;57;5,000,000+;Free;0;Everyone 10+;Simulation
The PCH App;LIFESTYLE;4,5;234971;81;1,000,000+;Free;0;Everyone;Lifestyle
Legend - Animate Text in Video;SOCIAL;4,5;228737;Varies with devic;10,000,000+;Free;0;Everyone;Social
AO Surgery Reference;MEDICAL;4,7;2570;3,80;100,000+;Free;0;Everyone;Medical
ao;FAMILY;3,5;14145;5,90;1,000,000+;Free;0;Everyone;Strategy
AO/OTA Fracture Classification;MEDICAL;4,9;25;46;5,000+;Free;0;Everyone;Medical
AO Player;EVENTS;4;9;3,30;1,000+;Free;0;Everyone;Events
Ao Oni2;GAME;4,1;21223;48;1,000,000+;Free;0;Teen;Adventure
A. O. Smith;TOOLS;4,2;32;33;10,000+;Free;0;Everyone;Tools
AO-EVENT;BUSINESS;;0;42;100+;Free;0;Everyone;Business
Arena of Valor: 5v5 Arena Game;GAME;4,4;438911;99;10,000,000+;Free;0;Teen;Action
PlacarTv Futebol Ao Vivo;COMMUNICATION;4,1;2063;4,50;100,000+;Free;0;Everyone;Communication
Virtual lover;FAMILY;4,6;45771;28;1,000,000+;Free;0;Mature 17+;Entertainment
The Hunt for the Lost Treasure;FAMILY;4,6;7148;8,10;100,000+;Paid;2,99;Everyone;Adventure
Attack the Light;FAMILY;4,7;19209;21;100,000+;Paid;2,99;Everyone;Role Playing
Princess Closet : Otome games free dating sim;FAMILY;4,5;29495;56;1,000,000+;Free;0;Teen;Simulation
Gravidez ao Vivo;MEDICAL;;61;Varies with devic;1,000+;Paid;2,99;Everyone;Medical
365Scores - Live Scores;SPORTS;4,6;666246;25;10,000,000+;Free;0;Everyone;Sports
PES 2018 PRO EVOLUTION SOCCER;SPORTS;4,4;1721943;26;10,000,000+;Free;0;Everyone;Sports
Mobile Legends: Bang Bang;GAME;4,4;8219586;99;100,000,000+;Free;0;Teen;Action
Heroes of Order & Chaos;FAMILY;4,2;690148;25;10,000,000+;Free;0;Teen;Strategy
Kill Shot Bravo: Sniper FPS;GAME;4,4;579519;99;10,000,000+;Free;0;Mature 17+;Action
Tennis Champion 3D - Online Sports Game;SPORTS;4;170973;43;5,000,000+;Free;0;Everyone;Sports
Carnivores: Dinosaur Hunter;GAME;4,2;62636;17;1,000,000+;Free;0;Teen;Action
High School Simulator 2017;FAMILY;4,2;123136;80;5,000,000+;Free;0;Mature 17+;Simulation
Hopeless Land: Fight for Survival;GAME;4,2;250197;44;5,000,000+;Free;0;Teen;Action
SofaScore Live Score;SPORTS;4,8;221722;Varies with devic;10,000,000+;Free;0;Everyone;Sports
Virtual Cigarette Smoking (prank);FAMILY;3,7;29838;Varies with devic;5,000,000+;Free;0;Mature 17+;Entertainment
Scanning body and undressing people;FAMILY;3,4;1012;12;100,000+;Free;0;Teen;Entertainment
Ultimate Tennis;SPORTS;4,3;183004;100;10,000,000+;Free;0;Everyone;Sports
Legion of Heroes;FAMILY;4,3;143087;69;1,000,000+;Free;0;Everyone 10+;Role Playing
Soccer Star 2018 Top Leagues ‚ú MLS Soccer Games;SPORTS;4,6;652940;90;10,000,000+;Free;0;Teen;Sports
Heroes Arena;GAME;4,2;336386;88;10,000,000+;Free;0;Everyone 10+;Action
virtual lover 3D;FAMILY;4,6;5195;64;100,000+;Free;0;Mature 17+;Entertainment
Range Master: Sniper Academy;SPORTS;4,1;91935;39;10,000,000+;Free;0;Everyone;Sports
DINO HUNTER: DEADLY SHORES;GAME;4,4;1381624;54;10,000,000+;Free;0;Teen;Action
FC Barcelona Official App;SPORTS;4,6;92522;56;5,000,000+;Free;0;Everyone;Sports
Can Your Pet? : Returns - Teen;FAMILY;4,3;45370;14;1,000,000+;Free;0;Teen;Simulation
GUYZ - Gay Chat & Gay Dating;SOCIAL;4,4;41269;Varies with devic;1,000,000+;Free;0;Mature 17+;Social
Bubbu ¢?? My Virtual Pet;FAMILY;4,7;394842;75;10,000,000+;Free;0;Everyone;Casual
3D Tennis;SPORTS;4,2;1008012;13;50,000,000+;Free;0;Everyone;Sports
Start the Hunt for the Lost Treasure;FAMILY;3,8;302;8,10;10,000+;Free;0;Everyone;Puzzle
Treasure Hunt Hidden Objects Adventure Game;FAMILY;4,3;1231;Varies with devic;100,000+;Free;0;Everyone;Puzzle
Scanning under clothes (prank);FAMILY;3,7;1443;20;100,000+;Free;0;Mature 17+;Entertainment
WGT Golf Game by Topgolf;SPORTS;4,3;148083;57;10,000,000+;Free;0;Everyone;Sports
3D Holograms Joke;FAMILY;2,9;31596;31;5,000,000+;Free;0;Teen;Simulation
Weaphones¢?÷ Gun Sim Free Vol 1;FAMILY;4,3;598975;39;10,000,000+;Free;0;Everyone;Simulation
Hidden Objects Treasure Hunt Adventure Games;FAMILY;4,3;275;29;10,000+;Free;0;Everyone;Puzzle
Live Camera Viewer ¢˜? World Webcam & IP Cam Streams;TRAVEL_AND_LOCAL;4;64164;3,60;10,000,000+;Free;0;Everyone;Travel & Local
Body scanner (prank);FAMILY;3,3;16063;3,80;1,000,000+;Free;0;Teen;Casual
AP Mobile - Breaking News;NEWS_AND_MAGAZINES;4,5;76616;4,60;1,000,000+;Free;0;Everyone 10+;News & Magazines
AP ENPS Mobile;PRODUCTIVITY;4,1;22;545;5,000+;Free;0;Everyone;Productivity
AP‚? Guide;FAMILY;5;3;2,10;1,000+;Free;0;Everyone;Education
WiFi Access Point (hotspot);COMMUNICATION;3,9;684;61;100,000+;Free;0;Everyone;Communication
AP Mobile;FAMILY;4,6;117;13;10,000+;Free;0;Everyone;Education
AP Manager;TOOLS;4;177;2,80;10,000+;Free;0;Everyone;Tools
AP App for Android¢?÷;NEWS_AND_MAGAZINES;3,6;188;9,90;10,000+;Free;0;Everyone;News & Magazines
Access Point Finder;LIFESTYLE;4;22;2,50;10,000+;Free;0;Everyone;Lifestyle
AP English Language: Practice Tests and Flashcards;FAMILY;4,5;19;5,40;5,000+;Free;0;Everyone;Education
AP Mobile 104;BUSINESS;;0;14;100+;Free;0;Everyone;Business
AP Planner;FAMILY;2,9;45;1,30;5,000+;Free;0;Everyone;Education
Access Point Browser;TOOLS;4,2;25;2,50;1,000+;Free;0;Everyone;Tools
AP Installer;TOOLS;4,5;23;283;5,000+;Free;0;Everyone;Tools
Access Point Proximity;TOOLS;;5;2,30;1,000+;Free;0;Everyone;Tools
Study AP World History;FAMILY;4,6;513;1,60;10,000+;Free;0;Everyone;Education
UniFi;TOOLS;4,7;11018;25;500,000+;Free;0;Everyone;Tools
Ap Video Downloader for fb New 2018;TOOLS;4,2;676;5,40;100,000+;Free;0;Everyone;Tools
AP Government Review;FAMILY;4,7;3;1,50;1,000+;Paid;2,99;Everyone;Education
HotSpot Tethering Free/WiFi AP;TOOLS;3,9;478;2,00;100,000+;Free;0;Everyone;Tools
AP Chemistry Prep: Practice Tests and Flashcards;FAMILY;4,7;55;5,40;10,000+;Free;0;Everyone;Education
AP Flashcards;FAMILY;3,7;88;41;10,000+;Free;0;Everyone;Education
AP World History: Practice Tests and Flashcards;FAMILY;4,8;21;5,40;5,000+;Free;0;Everyone;Education
Access Point Names;COMMUNICATION;4;138;2,40;10,000+;Free;0;Everyone;Communication
AP Biology Study Guide + Quiz;FAMILY;4,4;105;9,00;10,000+;Free;0;Everyone;Education
Reuters News;NEWS_AND_MAGAZINES;4,3;13166;25;1,000,000+;Free;0;Everyone 10+;News & Magazines
500 AP World History Questions;FAMILY;4,7;7;1,20;100+;Paid;9,99;Everyone;Education
AP Themes for Kustom/KLWP;PERSONALIZATION;3,6;5;45;500+;Paid;1,49;Everyone;Personalization
AP Physics 1 Prep: Practice Tests and Flashcards;FAMILY;4,4;29;5,30;5,000+;Free;0;Everyone;Education
Fate GO Ap Counter;TOOLS;4,6;70;3,20;1,000+;Free;0;Everyone;Tools
iScore5 AP Psych;FAMILY;2,9;10;73;100+;Paid;4,99;Everyone;Educational
Glanceable Ap Watch Face;PERSONALIZATION;;0;11;5+;Paid;0,99;Everyone;Personalization
AP Psychology Prep: Practice Tests and Flashcards;FAMILY;4,5;242;5,40;50,000+;Free;0;Everyone;Education
meStudying: AP English Lit;FAMILY;5;1;655;10+;Paid;4,99;Everyone;Education
APN Settings;TOOLS;3,7;3743;5,60;1,000,000+;Free;0;Everyone;Tools
AEE AP;PHOTOGRAPHY;;4;17;1,000+;Free;0;Everyone;Photography
AP Math & Computer Science;FAMILY;3,7;37;9,50;5,000+;Free;0;Everyone;Education
AP Series Solution Pro;FAMILY;;0;7,40;0+;Paid;1,99;Everyone;Education
AP Statistics Prep: Practice Tests and Flashcards;FAMILY;4,2;19;5,40;5,000+;Free;0;Everyone;Education
eChallan Andhra Pradesh (AP);SOCIAL;3;5;2,60;1,000+;Free;0;Teen;Social
AP Art History Flashcards;FAMILY;5;1;96;10+;Paid;29,99;Mature 17+;Education
True Skate;SPORTS;4,4;129409;73;1,000,000+;Paid;1,99;Everyone;Sports
AP European History: Practice Tests and Flashcards;FAMILY;4,7;7;5,40;1,000+;Free;0;Everyone;Education
AdventureQuest 3D MMO;FAMILY;4,3;22667;35;1,000,000+;Free;0;Teen;Role Playing
AdventureQuest Dragons;FAMILY;3,9;10114;48;100,000+;Free;0;Everyone;Casual
AQ: First Contact;FAMILY;;0;Varies with devic;50,000+;Free;0;Everyone;Strategy
Battle Gems (AdventureQuest);FAMILY;4,4;48427;Varies with devic;500,000+;Free;0;Everyone 10+;Puzzle
Undead Assault;GAME;4,3;4704;37;100,000+;Free;0;Everyone 10+;Arcade
AQ Service;BUSINESS;;4;17;10+;Free;0;Everyone;Business
AQ wisdom +;TOOLS;;0;35;100+;Free;0;Everyone;Tools
AQ SMS Notify;TOOLS;;0;2,30;10+;Free;0;Everyone;Tools
AQ Math Facts;FAMILY;;1;16;1+;Paid;2,99;Everyone;Educational
Adventure Quest World Mobile Quiz;FAMILY;4,6;28;26;500+;Free;0;Everyone;Puzzle
Aqw&3d Design Notes Manager;FAMILY;4,5;11;2,90;500+;Free;0;Everyone;Entertainment
AQ Aspergers Test;MEDICAL;3,9;265;714;10,000+;Free;0;Everyone;Medical
Guess the Class à??? AQW;GAME;4,7;57;12;1,000+;Free;0;Everyone;Word
Puffin Web Browser;COMMUNICATION;4,3;541661;Varies with devic;10,000,000+;Free;0;Everyone;Communication
AQ Ria Retail;FAMILY;5;4;52;50+;Free;0;Everyone;Education
Accounting Quiz (AQ) Malaysia;FAMILY;5;25;Varies with devic;1,000+;Free;0;Everyone;Education
AQ Guards;PRODUCTIVITY;;0;3,20;10+;Free;0;Everyone;Productivity
Wowkwis aq Ka'qaquj;FAMILY;5;1;49;10+;Free;0;Everyone;Education
AQ Coach;SPORTS;;0;28;5+;Free;0;Everyone;Sports
AQ Dentals;HEALTH_AND_FITNESS;;0;12;10+;Free;0;Everyone;Health & Fitness
AccuWeather: Daily Forecast & Live Weather Reports;WEATHER;4,4;2052407;Varies with devic;50,000,000+;Free;0;Everyone;Weather
ClanHQ;COMMUNICATION;2,7;560;37;10,000+;Free;0;Everyone;Communication
QuickShortcutMaker;PERSONALIZATION;4,6;41000;2,00;1,000,000+;Free;0;Everyone;Personalization
Moovit: Bus Time & Train Time Live Info;MAPS_AND_NAVIGATION;4,4;616742;Varies with devic;10,000,000+;Free;0;Everyone;Maps & Navigation
Iron Blade;GAME;4,4;161637;82;10,000,000+;Free;0;Mature 17+;Action
QR Droid;PRODUCTIVITY;4,1;349151;Varies with devic;50,000,000+;Free;0;Everyone;Productivity
QR BARCODE SCANNER;TOOLS;3,8;169369;Varies with devic;10,000,000+;Free;0;Everyone;Tools
Dungeon Boss ¢?? Strategy RPG;FAMILY;4,4;218881;37;5,000,000+;Free;0;Everyone 10+;Role Playing
Questland: Turn Based RPG;FAMILY;4,6;31134;48;1,000,000+;Free;0;Everyone 10+;Role Playing
Order & Chaos 2: 3D MMO RPG;FAMILY;4,1;242722;54;10,000,000+;Free;0;Teen;Role Playing
Dungeon Quest;FAMILY;4,5;244039;46;5,000,000+;Free;0;Everyone 10+;Role Playing
Dungeon Hunter 5 ¢?? Action RPG;FAMILY;4,2;720685;51;10,000,000+;Free;0;Teen;Role Playing
Evil Apples: A Dirty Card Game;GAME;4,3;137696;55;5,000,000+;Free;0;Mature 17+;Word
Megatramp - a Story of Success!;FAMILY;4,3;322976;Varies with devic;5,000,000+;Free;0;Teen;Simulation
Knightfall¢?÷ AR;FAMILY;4,2;254;25;10,000+;Free;0;Teen;Strategy
Ghost Snap AR Horror Survival;GAME;3,8;898;33;100,000+;Free;0;Teen;Adventure
The Walking Dead: Our World;GAME;4;22435;100;1,000,000+;Free;0;Teen;Action
Jurassic World¢?÷ Alive;FAMILY;4,3;308944;70;5,000,000+;Free;0;Everyone 10+;Simulation
Snaappy ¢?? 3D fun AR core communication platform;SOCIAL;4,6;16801;Varies with devic;1,000,000+;Free;0;Everyone;Social
Sketchfab;FAMILY;4,3;906;9,20;50,000+;Free;0;Mature 17+;Entertainment
Ingress;GAME;4,3;391325;43;10,000,000+;Free;0;Everyone;Adventure
My Tamagotchi Forever;FAMILY;4,3;28735;91;1,000,000+;Free;0;Everyone;Casual
Houzz Interior Design Ideas;HOUSE_AND_HOME;4,6;353813;Varies with devic;10,000,000+;Free;0;Everyone;House & Home
Flat Pack;GAME;4,4;862;44;100,000+;Free;0;Everyone 10+;Action
Crayola Color Blaster;GAME;3,8;17;30;1,000+;Free;0;Everyone;Arcade
Guns of Boom - Online Shooter;GAME;4,6;1226514;99;10,000,000+;Free;0;Teen;Action
Guns Royale - Multiplayer Blocky Battle Royale;GAME;4,6;19070;90;100,000+;Free;0;Everyone 10+;Action
Build.com - Shop Home Improvement & Expert Advice;HOUSE_AND_HOME;4,5;118;72;50,000+;Free;0;Everyone;House & Home
Wayfair - Shop All Things Home;SHOPPING;4,5;20247;47;5,000,000+;Free;0;Everyone;Shopping
NYTimes - Latest News;NEWS_AND_MAGAZINES;3,9;63640;23;10,000,000+;Free;0;Everyone 10+;News & Magazines
Stack It AR;GAME;3,8;1363;26;100,000+;Free;0;Everyone;Arcade
SNOW - AR Camera;PHOTOGRAPHY;4,3;1017237;Varies with devic;50,000,000+;Free;0;Everyone;Photography
Monster Park AR - Jurassic Dinosaurs in Real World;FAMILY;3,7;128;20;10,000+;Free;0;Everyone;Entertainment
AR Remote Car;FAMILY;3,2;1354;30;100,000+;Free;0;Everyone;Simulation
Solar System AR ( ARCore );FAMILY;4;211;37;10,000+;Free;0;Everyone;Entertainment
Super AR;FAMILY;3,8;410;28;10,000+;Free;0;Teen;Entertainment
Spacecraft AR;FAMILY;4,4;83;85;10,000+;Free;0;Everyone;Education
